traffic_rate_fast,traffic_rate_slow,avg_pkt_size_fast,avg_pkt_size_slow,pkt_size_var_fast,pkt_size_var_slow,src_volume_bytes,src_pkt_count,src_conn_count,attack,category,subcategory,device_id,dataset_source
66.77035755275921,223.5341403388044,79.53952474371825,76.79441876257472,2151.912321561688,1057.9086986275895,5310.882506714605,66.77035755275921,1.0,1,gafgyt,scan,7,n_baiot
1.0,1.0,60.0,60.0,0.0,0.0,60.0,1.0,1.0,1,gafgyt,tcp,5,n_baiot
1.0,1.0,60.0,60.0,0.0,0.0,60.0,1.0,1.0,1,gafgyt,udp,2,n_baiot
124.62010518129397,590.0732518994406,292.09774129481684,391.6665441750282,60786.90743396193,53839.43296103528,36401.25124337847,124.62010518129397,1.0,1,mirai,udp,9,n_baiot
97.542313641949,481.1725110756102,239.6221341251813,361.6143761010808,56469.21747681531,58017.547981480726,23373.297362391604,97.542313641949,1.0,1,mirai,udpplain,9,n_baiot
133.55390943948134,295.2530203512616,60.00664706884034,60.07394107703209,0.3190151186604453,3.518888363924816,8014.122308398821,133.55390943948134,1.0,1,mirai,scan,1,n_baiot
1.932877332,1.986199795,74.0,74.0,1.82e-12,8.42e-10,143.032922568,1.932877332,1.0,0,benign,,6,n_baiot
183.62778339611373,850.0216173246167,74.01468276139184,74.52668767523477,1.1243613723581802,379.57759684416845,13591.152134240934,183.62778339611373,181.5201666878509,1,gafgyt,combo,1,n_baiot
1.032230923,1.942181024,97.99996546,97.24580115,0.001312562,153.553682,101.15859480074393,1.032230923,1.032230923,0,benign,,8,n_baiot
161.47816720059112,651.6839093291449,67.50945657256231,69.91014467972924,48.74045400067007,40.53105785700428,10901.30331604526,161.47816720059112,1.0,1,mirai,syn,8,n_baiot
86.32403807884779,432.3490559451175,490.1916368637992,385.2738134260181,32611.42536868956,58766.39750366876,42315.32152656333,86.32403807884779,1.0,1,mirai,ack,5,n_baiot
1.999992563,1.999998513,90.0,90.0,0.0,7.01e-10,179.99933067,1.999992563,1.0,0,benign,,5,n_baiot
76.253365662177,209.6555070699437,60.00266388152563,60.04001603514629,0.0399525145312509,0.732690817049388,4575.405069662675,76.253365662177,1.0,1,mirai,scan,2,n_baiot
1.0,1.0,60.0,60.0,0.0,0.0,60.0,1.0,1.0,1,gafgyt,tcp,6,n_baiot
1.0,1.0,60.0,60.0,0.0,0.0,60.0,1.0,1.0,1,gafgyt,tcp,2,n_baiot
121.6677566511978,632.6262878307762,503.84130745876297,435.5195435824023,22255.476554061373,44459.87310933197,61301.24158671411,121.6677566511978,109.31051822850525,1,mirai,udp,9,n_baiot
62.80683473484616,401.72013370699705,442.3530611193448,350.86713738190355,42583.89296821976,59055.605690280856,27782.79560417599,62.80683473484616,48.58386617198988,1,mirai,udp,6,n_baiot
1.0,1.0,60.0,60.0,0.0,0.0,60.0,1.0,1.0,1,gafgyt,tcp,5,n_baiot
187.5972642607888,860.5918506559,74.03804779396228,74.01532908166763,0.9334283043699544,1.32076586524272,13889.335217356853,187.5972642607888,187.27863105432183,1,gafgyt,junk,9,n_baiot
165.44928612499217,607.372305698073,303.67262496778363,391.43030849999815,60997.928575395046,53880.52300659489,50242.41901662228,165.44928612499217,1.0,1,mirai,udp,8,n_baiot
115.31275356761536,601.4467060140518,545.9199524592976,464.30138784846986,9757.29574635852,41116.85023734931,62951.53294558328,115.31275356761536,110.73800739068908,1,mirai,ack,8,n_baiot
176.29784898738973,713.4228328605166,66.37465726487332,68.61096430212224,48.60894901934535,46.40742247078561,11701.709303072386,176.29784898738973,80.27413666153288,1,mirai,syn,1,n_baiot
120.45184256956465,643.7971187983973,443.4570062516392,390.54764212739263,42388.48544484025,54028.711367314616,53415.21350339289,120.45184256956465,93.49818410833436,1,mirai,udp,4,n_baiot
37.48182589,52.23631819,171.3659053,167.8251389,53478.15599,51175.33037,6423.107025936829,37.48182589,37.46891707,0,benign,,5,n_baiot
157.18789942290888,483.2822198239767,274.24488655706034,354.26907335769056,59936.102532749646,58772.93961783732,43107.977645378254,157.18789942290888,1.0,1,mirai,udpplain,4,n_baiot
1.0,1.0,60.0,60.0,0.0,0.0,60.0,1.0,1.0,1,gafgyt,udp,3,n_baiot
1.0,1.0,60.0,60.0,0.0,0.0,60.0,1.0,1.0,1,gafgyt,udp,2,n_baiot
86.41460892386314,448.6609100274366,291.0396943284473,385.700912567242,60750.289746520095,54687.06516677115,25150.081366713443,86.41460892386314,1.0,1,mirai,udpplain,2,n_baiot
126.52727403410884,282.3552480462386,60.00024542083345,60.01543614744843,0.0036812522707805,0.2313533124220157,7591.667494475579,126.52727403410884,1.0,1,mirai,scan,4,n_baiot
1.0,1.0,60.0,60.0,0.0,0.0,60.0,1.0,1.0,1,gafgyt,udp,8,n_baiot
168.4981311966915,677.0510910387512,236.5326086694664,364.3701917966883,58161.73806310188,61370.0524009465,39855.30252788344,168.4981311966915,1.0,1,mirai,ack,1,n_baiot
196.5894802613664,763.3546520492661,263.23038632635604,361.1729595877458,59093.22091885976,58074.22948990173,51748.32483689702,196.5894802613664,80.87642919274282,1,mirai,udp,4,n_baiot
182.1647922949212,850.4640567620818,74.02147843647262,74.03046033697417,0.6243834417464313,1.0916947852747398,13484.107244743022,182.1647922949212,181.9799224202572,1,gafgyt,junk,9,n_baiot
1.004797585,1.350453918,66.0,66.00358153,0.0,0.057700147,66.31664061,1.004797585,1.0,0,benign,,4,n_baiot
125.91826135117434,641.4189405926297,424.8418300369901,387.3738324185081,51500.4050408793,58476.97901668146,53495.3445875089,125.91826135117434,90.79100573731132,1,mirai,ack,1,n_baiot
136.87175970069134,530.578355854466,69.65595818997396,68.36841819294648,43.01137394688249,47.663607967668206,9533.933571099518,136.87175970069134,93.1006202230016,1,mirai,syn,5,n_baiot
36.67522142633815,191.47036408748832,60.00000229288072,60.00697854506968,3.439320380493882e-05,0.104651839124017,2200.513369672197,36.67522142633815,1.0,1,mirai,scan,4,n_baiot
1.0,1.0,60.0,60.0,0.0,0.0,60.0,1.0,1.0,1,gafgyt,tcp,3,n_baiot
162.3750588576811,648.2910174230383,491.50868282267953,429.22570357810326,26965.442256305567,46061.89241312316,79808.7513023939,162.3750588576811,1.0,1,mirai,udp,1,n_baiot
164.36882498457737,797.6349936366098,74.0387813995148,74.0497084694705,0.9292520227891146,2.5624367341697507,12169.667501928232,164.36882498457737,164.1032223436879,1,gafgyt,combo,3,n_baiot
95.08387901267427,475.3515204573002,359.530109934598,356.2723283312736,58249.58753095883,58579.48043013032,34185.5174744348,95.08387901267427,1.0,1,mirai,udpplain,1,n_baiot
95.09046367964544,476.2787304092601,256.33411084798905,315.28201911438333,60792.16681353373,63985.45420651401,24374.929457444912,95.09046367964544,36.93167139774482,1,mirai,ack,6,n_baiot
168.75120590973563,829.5838861316969,74.00579306760153,74.09059696916788,0.1434639519220582,25.44159437668896,12488.566824464113,168.75120590973563,168.709732672529,1,gafgyt,combo,1,n_baiot
1.0,1.0,60.0,60.0,0.0,0.0,60.0,1.0,1.0,1,gafgyt,udp,1,n_baiot
134.15138726557848,603.3211934493527,461.4630788197716,415.8358105416689,37150.15334172032,49162.9006487212,61905.91219551735,134.15138726557848,109.02191877852272,1,mirai,udp,2,n_baiot
96.47858663955915,582.2399685506608,411.7794732709263,416.2002797262677,54251.59666669357,53354.1767187352,39727.9015883611,96.47858663955915,67.0734857890606,1,mirai,ack,9,n_baiot
1.0,1.0,60.0,60.0,0.0,0.0,60.0,1.0,1.0,1,gafgyt,udp,9,n_baiot
1.0,1.0,60.0,60.0,0.0,0.0,60.0,1.0,1.0,1,gafgyt,udp,5,n_baiot
1.0,1.0,60.0,60.0,0.0,0.0,60.0,1.0,1.0,1,gafgyt,udp,2,n_baiot
121.12284353408415,614.1729340985955,520.4047759247844,443.00198820277046,15467.401612492627,42512.45913530726,63032.90624872778,121.12284353408415,112.88569966939836,1,mirai,udpplain,9,n_baiot
135.55111983575182,687.5533903994133,68.87290114197373,68.99434092300474,45.49224930671608,45.025945593709366,9335.798876131568,135.55111983575182,85.90932873907538,1,mirai,syn,1,n_baiot
181.80012752073927,698.171806190603,283.1832707536272,355.4650643852103,60441.76340574353,58659.77037380728,51482.75473474948,181.80012752073927,82.13511555192969,1,mirai,udp,4,n_baiot
84.3638637831271,480.2248332233793,67.45108612525739,68.86505904831621,48.75689750076253,45.44989801677002,5690.434241895189,84.3638637831271,44.84904855176712,1,mirai,syn,5,n_baiot
99.33586285675187,677.6014968208126,430.00698104483735,422.7901519335628,45878.28261423516,47601.63968448457,42715.11449651587,99.33586285675187,74.4027585528558,1,mirai,udp,2,n_baiot
157.69144331836358,651.2161343424984,266.08958582190024,364.6436434617713,59335.337462102696,57685.064754226536,41960.05084024103,157.69144331836358,1.0,1,mirai,udp,1,n_baiot
96.82334928652978,607.4916760052457,486.4865025073664,429.37802850265473,33880.79947117041,50300.650381421125,47103.252555452986,96.82334928652978,82.14803110182477,1,mirai,ack,8,n_baiot
154.25392078927047,766.8254190464755,73.77218048527253,72.07140753711063,3.2662848924464924,23.69549125384856,11379.648085026993,154.25392078927047,151.65513773846774,1,mirai,syn,8,n_baiot
141.39962062304738,651.8155445907507,74.02622227559561,74.55562787573936,0.6904733098035649,423.736121157066,10467.279745926598,141.39962062304738,141.24556436874255,1,gafgyt,junk,1,n_baiot
171.93038866319253,690.5994023191513,267.2993621170923,351.3438595682825,59432.85934835332,59042.226121498206,45956.88321821512,171.93038866319253,72.14789452879721,1,mirai,udp,4,n_baiot
1.0,1.0,60.0,60.0,0.0,0.0,60.0,1.0,1.0,1,gafgyt,tcp,4,n_baiot
207.8738006081097,772.7987751458667,337.13430543349733,417.35511991655113,63222.49788648239,52816.04938134943,70081.38938583637,207.8738006081097,1.0,1,mirai,ack,9,n_baiot
1.0,1.0,60.0,60.0,0.0,0.0,60.0,1.0,1.0,1,gafgyt,tcp,5,n_baiot
1.0,1.0,60.0,60.0,0.0,0.0,60.0,1.0,1.0,1,gafgyt,udp,5,n_baiot
1.0,1.0,380.0,380.0,0.0,0.0,380.0,1.0,1.0,0,benign,,2,n_baiot
104.67759616911016,525.5994892534571,546.8635120828982,438.9541228087712,3474.3908142876458,43593.25709643986,57244.35787743491,104.67759616911016,103.16534253921093,1,mirai,udp,1,n_baiot
111.878554984482,655.4392736058212,435.18140001742927,415.15829986624726,44578.52868957187,49310.78216942184,48687.46619007381,111.878554984482,84.96913540689265,1,mirai,udp,2,n_baiot
167.14729858980988,688.1656316077037,311.2882730607992,361.0414586601562,60990.61071415617,58088.41945629532,52030.99392479967,167.14729858980988,85.02460730650022,1,mirai,udp,1,n_baiot
73.25716047257539,230.0043879778637,60.00004828740959,60.01237644210991,0.00072430881346,0.1845929742080443,4395.4331657530365,73.25716047257539,1.0,1,mirai,scan,1,n_baiot
60.43077932321182,304.175063672541,565.733128390433,531.1423389474113,134.96543009503517,16419.95112903614,34187.69383759252,60.43077932321182,60.398907176996936,1,mirai,ack,5,n_baiot
1.0,1.0,60.0,60.0,0.0,0.0,60.0,1.0,1.0,1,gafgyt,udp,6,n_baiot
52.22229351309128,355.96135475149146,451.5682439455757,377.86130269369767,40097.78087548897,55961.87063516906,23581.92937651706,52.22229351309128,1.0,1,mirai,udp,6,n_baiot
84.91026865432042,356.67296482775004,378.0101248307445,322.33757708547523,55898.29229742308,60727.39983199478,32096.94125343172,84.91026865432042,54.63583148609848,1,mirai,udpplain,5,n_baiot
183.9894478649633,862.1033454088762,74.0263117718807,74.13011724961676,0.8346193117477014,26.64061577472057,13620.060230387962,183.9894478649633,183.7261216285145,1,gafgyt,junk,1,n_baiot
1.0,1.0,60.0,60.0,0.0,0.0,60.0,1.0,1.0,1,gafgyt,udp,5,n_baiot
141.7853691302446,380.4438866904164,549.900472603032,429.4878479646135,2008.360366605979,46002.94047012579,77967.84149291684,141.7853691302446,140.60874361615635,1,mirai,udpplain,1,n_baiot
51.68112952617783,217.41103497691,60.00000096420244,60.01373643268939,1.3989696071803335e-05,0.2596520387342025,3100.867821401741,51.68112952617783,1.0,1,mirai,scan,6,n_baiot
178.90234885832768,835.6102170019524,74.0483463487274,74.10146110569413,1.1584434519118076,40.56758402003106,13247.423090862305,178.90234885832768,178.54186131837318,1,gafgyt,combo,8,n_baiot
104.71101224034638,668.633373009486,73.28762369688683,71.19034876916133,17.696287892993496,34.202686083722256,7674.021261990616,104.71101224034638,96.8141174801498,1,mirai,syn,8,n_baiot
173.3302363402179,683.5903792338775,207.9158715731573,341.8626776801553,51191.3209941275,59791.45361477852,36038.10715865775,173.3302363402179,1.0,1,mirai,udp,4,n_baiot
58.24155576924243,467.5139714294489,523.4747820924267,425.4991504146965,14147.66871803644,46966.95133937252,30487.9857150281,58.24155576924243,54.64269710298294,1,mirai,udpplain,8,n_baiot
144.61996756938166,635.3010687627226,304.3704367343036,428.5714000709356,63890.06051275063,50613.58532530701,44018.04268959352,144.61996756938166,1.0,1,mirai,ack,2,n_baiot
1.0,1.0,60.0,60.0,0.0,0.0,60.0,1.0,1.0,1,gafgyt,udp,2,n_baiot
163.3674442284522,757.9105527055528,74.00995359799978,74.05780661154027,0.2388125891457093,6.438344181676258,12090.816966771565,163.3674442284522,163.2996909903851,1,gafgyt,combo,1,n_baiot
1.0,1.0,60.0,60.0,0.0,0.0,60.0,1.0,1.0,1,gafgyt,tcp,9,n_baiot
1.0,1.0,60.0,60.0,0.0,0.0,60.0,1.0,1.0,1,gafgyt,tcp,1,n_baiot
184.3012089183388,845.7087748784111,74.007428142343,74.0500034111618,0.1782223073123532,14.014126822453363,13639.658475570905,184.3012089183388,184.24416614138207,1,gafgyt,combo,6,n_baiot
159.09489838768764,676.2655264335605,558.9871904488235,487.790694637409,3499.302135094302,33457.21305692234,88932.01026447458,159.09489838768764,156.8899533776124,1,mirai,ack,2,n_baiot
54.0225829215791,219.30394160407792,74.30055180417665,74.18259714463314,7.1229607264749575,4.7485982757843885,4013.907720960217,54.0225829215791,53.34605070481168,1,gafgyt,combo,1,n_baiot
1.0,1.0,60.0,60.0,0.0,0.0,60.0,1.0,1.0,1,gafgyt,tcp,1,n_baiot
135.89732696761277,683.7360809037863,68.85546561228654,69.06597271056107,45.55728084193107,44.7362328722902,9357.27372382012,135.89732696761277,86.03317564910814,1,mirai,syn,4,n_baiot
1.0,1.0,60.0,60.0,0.0,0.0,60.0,1.0,1.0,1,gafgyt,udp,5,n_baiot
103.58674004763913,613.977136327234,489.9482702530081,409.23698629427184,32698.309654468496,54747.44017993176,50752.14410748879,103.58674004763913,88.01766740045548,1,mirai,ack,1,n_baiot
129.03370916124322,605.289230956144,380.43554598544137,396.641195070851,55616.22058582021,52973.404292505584,49089.00959528422,129.03370916124322,83.6983543433396,1,mirai,udp,9,n_baiot
46.29312420005499,170.28326560783287,60.03629994921129,60.10743299298591,1.0876807900203858,3.2112524921481054,2779.2678900605933,46.29312420005499,1.0,1,mirai,scan,9,n_baiot
115.88946964794802,636.8705177294892,441.7782029200309,386.32779054719526,42843.83272438639,54712.284603929584,51197.44163842594,115.88946964794802,89.56290025045948,1,mirai,udp,1,n_baiot
95.52692800185216,471.06939920667486,194.0209831181993,315.0941252985961,48235.733056984645,60933.19708946481,18534.2284851808,95.52692800185216,1.0,1,mirai,udpplain,1,n_baiot
108.79126521607172,670.2205957901186,71.12869546310877,70.41361475321,31.953875068071284,37.601048127725335,7738.180772600263,108.79126521607172,86.36609661952382,1,mirai,syn,8,n_baiot
108.9454067559905,457.0695888011865,263.631648702904,339.45507491897536,59120.653064924285,59937.09997249122,28721.45720169027,108.9454067559905,1.0,1,mirai,udp,5,n_baiot
1.0,1.0,60.0,60.0,0.0,0.0,60.0,1.0,1.0,1,gafgyt,tcp,5,n_baiot
67.50363419900258,185.9714513923573,74.04144443791246,74.12933902567765,2.040684340788175,5.097130009657121,4998.066580902617,67.50363419900258,1.0,1,gafgyt,scan,8,n_baiot
154.91185142028618,806.4896938216184,74.01606827751158,74.03666947316364,0.3853804707396193,0.8945451528225021,11465.96617171963,154.91185142028618,154.80813614451728,1,gafgyt,combo,5,n_baiot
1.0,1.0,60.0,60.0,0.0,0.0,60.0,1.0,1.0,1,gafgyt,udp,1,n_baiot
112.99576075732476,267.2948903277877,60.00000000000003,60.00001342978838,2.7284841053187847e-12,0.0006402260078175,6779.745645439489,112.99576075732476,1.0,1,mirai,scan,1,n_baiot
1.0,1.0,60.0,60.0,0.0,0.0,60.0,1.0,1.0,1,gafgyt,udp,4,n_baiot
87.37430991036537,232.5326631146032,60.00737655743028,60.07297089923712,0.0771921115260738,1.240662118241744,5243.103116236906,87.37430991036537,1.0,1,mirai,scan,5,n_baiot
1.0,1.0,60.0,60.0,0.0,0.0,60.0,1.0,1.0,1,gafgyt,udp,9,n_baiot
94.19923042147217,409.1988892700194,394.22171108994337,375.773070396524,53392.641724705056,56261.98681080061,37135.38180010861,94.19923042147217,1.0,1,mirai,udp,5,n_baiot
150.726709227465,500.5393888651655,373.3966278122888,357.45623776317285,60346.55261988539,62009.54499256383,56280.84494677882,150.726709227465,1.0,1,mirai,ack,5,n_baiot
120.9008481220822,422.0374330183451,501.0670047551248,361.6893107453618,23346.997665374394,58018.07916701659,60579.42584088598,120.9008481220822,107.94610314486036,1,mirai,udp,9,n_baiot
116.69040964763882,667.5538455649826,294.3997713158157,389.7950157460502,60471.9758805241,53926.89883103917,34353.62991501372,116.69040964763882,55.17953491080739,1,mirai,udpplain,9,n_baiot
18.33695312,20.71310065,132.2346312,128.1671751,30706.90438,29069.37969,2424.780233154889,18.33695312,17.47604127,0,benign,,6,n_baiot
1.0,1.0,60.0,60.0,0.0,0.0,60.0,1.0,1.0,1,gafgyt,udp,9,n_baiot
125.42821993691057,716.019503838263,74.08876974255753,74.06587681537366,2.1225958007935333,5.313640380052675,9292.82250612463,125.42821993691057,124.96429367751452,1,gafgyt,combo,9,n_baiot
104.98213491536184,545.7094498678808,519.4202978592914,428.8691185977762,21399.660631681327,50583.34088842414,54529.851787641564,104.98213491536184,95.31803101328036,1,mirai,ack,9,n_baiot
128.60087154822747,644.8050805436433,69.98683588958058,71.02258849662063,40.15480451683197,32.861319186786204,9000.368092302828,128.60087154822747,1.0,1,mirai,syn,2,n_baiot
160.58910427865382,804.3672777256774,74.03847047030587,74.09909794670145,0.9257823890284272,15.472112175421898,11889.77165498798,160.58910427865382,160.33179393767574,1,gafgyt,combo,4,n_baiot
1.0,1.0,60.0,60.0,0.0,0.0,60.0,1.0,1.0,1,gafgyt,udp,5,n_baiot
1.0,1.0,60.0,60.0,0.0,0.0,60.0,1.0,1.0,1,gafgyt,udp,6,n_baiot
176.8517807449348,821.2111686068862,74.0989996760883,74.0537431785251,2.3661912902562108,1.3017303660844846,13104.540044134565,176.8517807449348,176.12226953621044,1,gafgyt,combo,9,n_baiot
123.96469855823052,348.8325922036461,69.14249777508779,69.15349275948806,44.40983932361269,44.441251712904894,8571.228894251883,123.96469855823052,1.0,1,mirai,syn,6,n_baiot
133.93137753371124,625.9324800626199,208.48958354412568,344.71649400921586,51304.60218888547,59583.2288256178,27923.29712549453,133.93137753371124,40.2578698991948,1,mirai,udp,4,n_baiot
103.71826853818432,637.204946383487,73.56484838623575,71.75926677346564,7.811303252174183,28.508686280943948,7630.018699894415,103.71826853818432,1.0,1,mirai,syn,9,n_baiot
107.77790480975258,247.31583114024147,60.00000001138135,60.003137862358656,2.276287887070793e-07,0.0620236191116418,6466.674289811814,107.77790480975258,1.0,1,mirai,scan,8,n_baiot
1.0,1.0,60.0,60.0,0.0,0.0,60.0,1.0,1.0,1,gafgyt,tcp,5,n_baiot
119.1748026255032,671.4525183626822,485.1962748466136,440.0269497634428,34357.442928949604,47873.15301238289,57823.17028947458,119.1748026255032,100.1436405769652,1,mirai,ack,8,n_baiot
108.83446203687387,590.2645415206631,390.6684417024608,397.7396091799217,54008.591863081725,52775.323325836325,42518.189687471146,108.83446203687387,72.85044940043879,1,mirai,udpplain,2,n_baiot
11.451270379560482,81.56913182312536,74.07659198697499,74.25801943475764,4.042954743365044,16.5294567912606,848.271083639234,11.451270379560482,1.0000298266185383,1,gafgyt,scan,6,n_baiot
164.78818120945792,798.3050580389853,74.00722880314198,74.1456924347065,0.1737154198526695,98.61517564771113,12195.516630821974,164.78818120945792,164.73849540324184,1,gafgyt,combo,9,n_baiot
1.000258645,1.316710281,66.0,65.9999593,1.82e-12,0.000540634,66.01707057,1.000258645,1.000000538,0,benign,,4,n_baiot
172.10534708772502,669.0072623270203,263.9076230649148,356.8393513007547,61598.9385215512,62086.001780876126,45419.91306668367,172.10534708772502,69.35492538781672,1,mirai,ack,1,n_baiot
41.67621890618594,196.135710827994,60.00020253940737,60.043858439719926,0.0097218504697593,2.088899043556012,2500.581575447835,41.67621890618594,1.0,1,mirai,scan,4,n_baiot
150.99114143951516,431.35979323761137,74.02492004178956,74.08207270415802,0.6031794682139662,40.413965211858354,11177.107172078648,150.99114143951516,150.8309499710281,1,gafgyt,junk,7,n_baiot
167.42961532084388,677.2935732325184,296.52035363851365,355.4835143675627,60899.174872109055,58656.88580071661,49646.28874449693,167.42961532084388,80.16297788911088,1,mirai,udp,4,n_baiot
1.0,1.0,60.0,60.0,0.0,0.0,60.0,1.0,1.0,1,gafgyt,udp,2,n_baiot
176.2171065275602,806.4780408715817,74.01693196986835,74.03841991459556,0.4060805852368503,0.9231594232569478,13043.049585777468,176.2171065275602,176.09278558014347,1,gafgyt,combo,6,n_baiot
1.0,1.0,60.0,60.0,0.0,0.0,60.0,1.0,1.0,1,gafgyt,tcp,2,n_baiot
136.32281067885344,678.0451120579919,68.7665740444258,68.99007763723333,45.87921614556854,45.0403990790046,9374.452654491615,136.32281067885344,85.36314384002993,1,mirai,syn,1,n_baiot
158.12215597583648,812.3414053579179,74.00674425520295,74.02348413364398,0.2559710295745389,0.9248874903196338,11702.10595838504,158.12215597583648,158.0613965474053,1,gafgyt,combo,4,n_baiot
57.317254771180856,401.62750236565927,291.0953248844368,346.2640719606202,63521.9624906468,62886.528293045616,16684.784899100927,57.317254771180856,26.17570108848108,1,mirai,ack,5,n_baiot
1.0,1.0,60.0,60.0,0.0,0.0,60.0,1.0,1.0,1,gafgyt,udp,9,n_baiot
137.79896909860008,626.9082150079303,365.3874619474321,437.40171025450087,61264.53088790574,48530.56272903885,50350.0155779101,137.79896909860008,83.16614823358249,1,mirai,ack,8,n_baiot
167.03447685911553,805.2027547770418,74.09727524163196,74.34508737439566,22.4595205628284,80.52668572879065,12376.799606671888,167.03447685911553,166.9048483059779,1,gafgyt,combo,1,n_baiot
132.01632706073715,691.4184559349085,503.24791163562605,449.9259773693869,27814.731738946222,45257.65990513037,66436.94089512176,132.01632706073715,115.64419203482424,1,mirai,ack,2,n_baiot
173.27678977322464,842.8761118073659,74.0432317626734,74.04400514403389,1.0356933188686526,1.063498509362944,12829.973504270907,173.27678977322464,172.9646622293787,1,gafgyt,combo,3,n_baiot
1.032116541,1.989590148,60.0,60.2174378,6.71e-09,6.475815143,61.92699246,1.032116541,1.032116541,0,benign,,5,n_baiot
1.0,1.0,60.0,60.0,0.0,0.0,60.0,1.0,1.0,1,gafgyt,tcp,7,n_baiot
146.55288455629466,652.5602707556352,548.8630417648868,464.8515612245845,8377.625529415323,40950.10335354699,80437.4619969862,146.55288455629466,141.58950380159794,1,mirai,ack,9,n_baiot
43.52618406026979,239.90594020329647,74.82643713703204,81.50237675413325,618.4473014097503,6099.562965694514,3256.909275400664,43.52618406026979,43.32901478832368,1,gafgyt,combo,1,n_baiot
105.33527955697564,596.6946021987333,456.0141422273605,408.7300611046204,38803.785416244005,50659.99101508505,48034.37715345346,105.33527955697564,1.0,1,mirai,udp,1,n_baiot
1.0,1.0,60.0,60.0,0.0,0.0,60.0,1.0,1.0,1,gafgyt,tcp,2,n_baiot
106.87331771538057,623.2262603695418,72.19889027365289,69.94857797463321,21.97730316571869,40.84734933456093,7716.134938914005,106.87331771538057,93.12269715708489,1,mirai,syn,1,n_baiot
1.000000026,1.030519601,60.00000101,61.12539814,3.82e-05,41.49860845,60.00000257000002,1.000000026,1.000000026,0,benign,,1,n_baiot
182.53964935411807,832.7298083523277,74.0334553783397,74.05581272700005,0.8018127722043573,4.4109319559856885,13514.040985235875,182.53964935411807,182.2851938988992,1,gafgyt,combo,9,n_baiot
149.50398740858498,581.8208453392663,312.1351965870133,408.9836127538461,64008.252115035226,54795.19623701592,46665.45650032103,149.50398740858498,1.0,1,mirai,ack,2,n_baiot
91.214610668348,388.5580688483104,328.0242410879725,396.2535051619892,63727.78787825663,57036.31369391386,29920.60344061973,91.214610668348,48.29504607864776,1,mirai,ack,6,n_baiot
120.69294411197164,433.3321730902837,392.2368493413512,340.9476515600764,53743.60572765497,59846.44152507438,47340.220136211545,120.69294411197164,81.17130482957323,1,mirai,udp,6,n_baiot
179.1389300272795,840.4655404911464,74.00463469889323,74.08654964056305,0.1147825929429018,24.305366995480647,13257.111077019415,179.1389300272795,179.10370722099492,1,gafgyt,combo,2,n_baiot
147.6133194769071,632.762364839788,488.4956106138933,436.9775282579727,33210.29061459534,48637.24635629766,72108.45863261544,147.6133194769071,125.00327955641896,1,mirai,ack,8,n_baiot
172.4370972474851,810.4323761674118,74.01147304313258,74.03524235485291,0.2752214044685388,0.8457309071209238,12762.323574568274,172.4370972474851,172.3546648202189,1,gafgyt,combo,6,n_baiot
